"block_id","direction_id","original_trip_id","route_id","trip_headsign","shape_id","service_id","trip_id","trip_short_name","wheelchair_accessible"
"b_437","1","AIR_437_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_437_V50_M_merged_816303","437","1"
"b_3864","0","FOX_3864_V37_M","FOX","Fox Chase","406815","M3_merged_815012","FOX_3864_V37_M_merged_816722","3864","1"
"a_9438","0","AIR_9438_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815010","AIR_9438_V50_M_merged_815366","9438","1"
"b_2309","1","MED_2309_V50_M","MED","Elwyn","007301","M2_merged_815013","MED_2309_V50_M_merged_816613","2309","1"
"b_530","0","LAN_530_V26_M","LAN","Doylestown","004538","M1_merged_815011","LAN_530_V26_M_merged_815971","530","1"
"b_404","0","AIR_404_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815013","AIR_404_V50_M_merged_816137","404","1"
"a_224","0","NOR_224_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815008","NOR_224_V26_M_merged_815483","224","1"
"a_219","1","NOR_219_V27_M","NOR","Center City Philadelphia","228007","M1_merged_815008","NOR_219_V27_M_merged_815672","219","1"
"b_413","1","AIR_413_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815012","AIR_413_V37_M_merged_816645","413","1"
"b_9206","0","WIL_9206_V35_M","WIL","Center City Philadelphia","203007","M1_merged_815011","WIL_9206_V35_M_merged_816017","9206","1"
"b_2502","0","WIL_2502_V50_M","WIL","Center City Philadelphia","203406","M2_merged_815013","WIL_2502_V50_M_merged_816638","2502","1"
"b_1535","1","PAO_1535_V50_M","PAO","Paoli/Thorndale","006501","M2_merged_815013","PAO_1535_V50_M_merged_816117","1535","1"
"b_418","0","AIR_418_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815011","AIR_418_V25_M_merged_816480","418","1"
"b_9551","1","PAO_9551_V51_M","PAO","Paoli/Thorndale","007505","M2_merged_815013","PAO_9551_V51_M_merged_816583","9551","1"
"b_838","0","FOX_838_V50_M","FOX","Fox Chase","004815","M2_merged_815013","FOX_838_V50_M_merged_815914","838","1"
"a_851","1","FOX_851_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815010","FOX_851_V50_M_merged_815848","851","1"
"b_711","1","CHE_711_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815013","CHE_711_V51_M_merged_816038","711","1"
"a_418","0","AIR_418_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815008","AIR_418_V25_M_merged_815608","418","1"
"b_2331","1","MED_2331_V50_M","MED","Elwyn","007301","M2_merged_815013","MED_2331_V50_M_merged_816093","2331","1"
"b_3858","0","MED_3858_V25_M","MED","Center City Philadelphia","301406","M1_merged_815011","MED_3858_V25_M_merged_816530","3858","1"
"b_407","1","AIR_407_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_407_V50_M_merged_815941","407","1"
"b_6313","1","WTR_6313_V28_M","WTR","Center City Philadelphia","327004","M2_merged_815013","WTR_6313_V28_M_merged_815886","6313","1"
"b_474","0","AIR_474_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_474_V37_M_merged_815944","474","1"
"b_2565","1","PAO_2565_V50_M","PAO","Malvern","007505","M2_merged_815013","PAO_2565_V50_M_merged_815925","2565","1"
"a_3232","0","MED_3232_V50_M","MED","Center City Philadelphia","301406","M2_merged_815010","MED_3232_V50_M_merged_815418","3232","1"
"a_223","1","WIL_223_V37_M","WIL","Wilmington","007203","M3_merged_815009","WIL_223_V37_M_merged_815778","223","1"
"a_9514","0","PAO_9514_V51_M","PAO","Center City Philadelphia","501007","M2_merged_815010","PAO_9514_V51_M_merged_815238","9514","1"
"b_530","0","","PAO","Center City Philadelphia","505004","M3_merged_815012","PAO_530_V37_M","530","1"
"b_6203","1","NOR_6203_V26_M","NOR","Center City Philadelphia","228004","M1_merged_815011","NOR_6203_V26_M_merged_816521","6203","1"
"a_5514","0","","PAO","Center City Philadelphia","505522","M1_merged_815008","PAO_5514_V26_M","5514","1"
"a_2508","0","LAN_2508_V50_M","LAN","Doylestown","406538","M2_merged_815010","LAN_2508_V50_M_merged_815119","2508","1"
"a_8381","1","MED_8381_V37_M","MED","Elwyn","007301","M3_merged_815009","MED_8381_V37_M_merged_815065","8381","1"
"b_9415","1","AIR_9415_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9415_V50_M_merged_816352","9415","1"
"a_6215","1","NOR_6215_V52_M","NOR","Center City Philadelphia","228004","M2_merged_815010","NOR_6215_V52_M_merged_815213","6215","1"
"b_702","0","TRE_702_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815013","TRE_702_V51_M_merged_816663","702","1"
"b_4312","0","AIR_4312_V27_M","AIR","Center City Philadelphia","401406","M1_merged_815011","AIR_4312_V27_M_merged_815947","4312","1"
"b_444","0","WAR_444_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_444_V50_M_merged_816334","444","1"
"b_1514","0","PAO_1514_V50_M","PAO","Center City Philadelphia","501006","M2_merged_815013","PAO_1514_V50_M_merged_816733","1514","1"
"b_434","0","AIR_434_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_434_V37_M_merged_816215","434","1"
"b_235","1","NOR_235_V27_M","NOR","Center City Philadelphia","228007","M1_merged_815011","NOR_235_V27_M_merged_816538","235","1"
"b_424","0","WAR_424_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_424_V50_M_merged_816601","424","1"
"a_727","1","TRE_727_V51_M","TRE","Trenton","007701","M2_merged_815010","TRE_727_V51_M_merged_815525","727","1"
"b_733","1","TRE_733_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_733_V51_M_merged_816526","733","1"
"a_870","0","FOX_870_V50_M","FOX","Fox Chase","004815","M2_merged_815010","FOX_870_V50_M_merged_815876","870","1"
"a_3525","1","PAO_3525_V52_M","PAO","Paoli/Thorndale","007501","M2_merged_815010","PAO_3525_V52_M_merged_815329","3525","1"
"a_9463","1","AIR_9463_V50_M","AIR","Airport","007401","M2_merged_815010","AIR_9463_V50_M_merged_815491","9463","1"
"b_9454","0","AIR_9454_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9454_V50_M_merged_815918","9454","1"
"b_734","0","CHE_734_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815011","CHE_734_V26_M_merged_816247","734","1"
"b_9402","0","AIR_9402_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9402_V50_M_merged_816360","9402","1"
"b_477","1","AIR_477_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_477_V50_M_merged_816387","477","1"
"b_420","0","AIR_420_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815013","AIR_420_V50_M_merged_816148","420","1"
"a_531","1","LAN_531_V26_M","LAN","Center City Philadelphia","538004","M1_merged_815008","LAN_531_V26_M_merged_815469","531","1"
"b_5223","1","LAN_5223_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815013","LAN_5223_V51_M_merged_816012","5223","1"
"b_5205","1","LAN_5205_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815013","LAN_5205_V51_M_merged_815923","5205","1"
"a_858","0","FOX_858_V50_M","FOX","Fox Chase","004815","M2_merged_815010","FOX_858_V50_M_merged_815745","858","1"
"a_731","1","CHE_731_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815009","CHE_731_V37_M_merged_815155","731","1"
"a_731","1","TRE_731_V37_M","TRE","Trenton","007701","M3_merged_815009","TRE_731_V37_M_merged_815880","731","1"
"b_452","0","WAR_452_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_452_V50_M_merged_816493","452","1"
"a_8385","1","MED_8385_V37_M","MED","Elwyn","007301","M3_merged_815009","MED_8385_V37_M_merged_815068","8385","1"
"a_425","1","WAR_425_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815010","WAR_425_V50_M_merged_815283","425","1"
"b_546","0","LAN_546_V26_M","LAN","Doylestown","004538","M1_merged_815011","LAN_546_V26_M_merged_816317","546","1"
"b_522","0","LAN_522_V37_M","LAN","Doylestown","004538","M3_merged_815012","LAN_522_V37_M_merged_816003","522","1"
"b_461","1","WAR_461_V25_M","WAR","Center City Philadelphia","417007","M1_merged_815011","WAR_461_V25_M_merged_816391","461","1"
"b_9458","0","AIR_9458_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9458_V50_M_merged_816055","9458","1"
"b_461","1","WAR_461_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815013","WAR_461_V50_M_merged_815932","461","1"
"a_5563","1","","PAO","Center City Philadelphia","522501","M3_merged_815009","PAO_5563_V37_M","5563","1"
"b_3457","1","AIR_3457_V27_M","AIR","Airport Terminal E F","007401","M1_merged_815011","AIR_3457_V27_M_merged_816039","3457","1"
"b_539","1","LAN_539_V25_M","LAN","Center City Philadelphia","538007","M1_merged_815011","LAN_539_V25_M_merged_816364","539","1"
"b_843","1","FOX_843_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_843_V50_M_merged_816705","843","1"
"a_473","1","AIR_473_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_473_V50_M_merged_815660","473","1"
"b_6332","0","WTR_6332_V51_M","WTR","West Trenton","004327","M2_merged_815013","WTR_6332_V51_M_merged_816465","6332","1"
"b_4360","0","WTR_4360_V27_M","WTR","West Trenton","406327","M1_merged_815011","WTR_4360_V27_M_merged_816129","4360","1"
"b_3862","0","MED_3862_V37_M","MED","Center City Philadelphia","301406","M3_merged_815012","MED_3862_V37_M_merged_816433","3862","1"
"a_9398","0","MED_9398_V25_M","MED","Center City Philadelphia","301007","M1_merged_815008","MED_9398_V25_M_merged_815682","9398","1"
"a_403","1","AIR_403_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815009","AIR_403_V37_M_merged_815188","403","1"
"b_8377","1","FOX_8377_V25_M","FOX","Center City Philadelphia","815007","M1_merged_815011","FOX_8377_V25_M_merged_816571","8377","1"
"a_5203","1","LAN_5203_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815010","LAN_5203_V51_M_merged_815274","5203","1"
"b_730","0","CHE_730_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815011","CHE_730_V26_M_merged_816595","730","1"
"b_232","0","WIL_232_V37_M","WIL","Center City Philadelphia","203406","M3_merged_815012","WIL_232_V37_M_merged_816009","232","1"
"b_5340","0","PAO_5340_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815013","PAO_5340_V51_M_merged_816066","5340","1"
"b_449","1","AIR_449_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_449_V50_M_merged_816207","449","1"
"b_6873","1","FOX_6873_V37_M","FOX","Center City Philadelphia","815004","M3_merged_815012","FOX_6873_V37_M_merged_816714","6873","1"
"b_9438","0","AIR_9438_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9438_V50_M_merged_816238","9438","1"
"b_473","1","AIR_473_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_473_V50_M_merged_816532","473","1"
"b_807","1","FOX_807_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_807_V50_M_merged_816654","807","1"
"a_554","0","LAN_554_V26_M","LAN","Lansdale","004538","M1_merged_815008","LAN_554_V26_M_merged_815841","554","1"
"b_4312","0","WTR_4312_V37_M","WTR","West Trenton","406327","M3_merged_815012","WTR_4312_V37_M_merged_816750","4312","1"
"a_5531","1","","PAO","Center City Philadelphia","522501","M3_merged_815009","PAO_5531_V37_M","5531","1"
"b_474","0","WAR_474_V50_M","WAR","Glenside","406411","M2_merged_815013","WAR_474_V50_M_merged_816114","474","1"
"b_208","0","NOR_208_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815011","NOR_208_V26_M_merged_815891","208","1"
"b_464","0","AIR_464_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815013","AIR_464_V50_M_merged_816743","464","1"
"b_9466","0","AIR_9466_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9466_V50_M_merged_816240","9466","1"
"a_9476","0","AIR_9476_V55_M","AIR","Center City Philadelphia","401007","M3_merged_815009","AIR_9476_V55_M_merged_815635","9476","1"
"a_3222","0","MED_3222_V50_M","MED","Center City Philadelphia","301406","M2_merged_815010","MED_3222_V50_M_merged_815493","3222","1"
"b_859","1","FOX_859_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_859_V50_M_merged_816558","859","1"
"a_434","0","AIR_434_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815008","AIR_434_V25_M_merged_815849","434","1"
"a_433","1","WAR_433_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815010","WAR_433_V50_M_merged_815309","433","1"
"b_4320","0","WTR_4320_V37_M","WTR","West Trenton","406327","M3_merged_815012","WTR_4320_V37_M_merged_816386","4320","1"
"a_5332","0","WTR_5332_V51_M","WTR","West Trenton","004327","M2_merged_815010","WTR_5332_V51_M_merged_815449","5332","1"
"b_8391","1","MED_8391_V25_M","MED","Elwyn","007301","M1_merged_815011","MED_8391_V25_M_merged_816211","8391","1"
"b_3232","0","MED_3232_V50_M","MED","Center City Philadelphia","301406","M2_merged_815013","MED_3232_V50_M_merged_816290","3232","1"
"b_5316","0","WTR_5316_V51_M","WTR","West Trenton","004327","M2_merged_815013","WTR_5316_V51_M_merged_816614","5316","1"
"a_366","0","MED_366_V50_M","MED","Center City Philadelphia","301406","M2_merged_815010","MED_366_V50_M_merged_815502","366","1"
"a_2323","1","MED_2323_V50_M","MED","Elwyn","007301","M2_merged_815010","MED_2323_V50_M_merged_815702","2323","1"
"a_228","0","WIL_228_V37_M","WIL","Center City Philadelphia","203406","M3_merged_815009","WIL_228_V37_M_merged_815485","228","1"
"a_4312","0","AIR_4312_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815009","AIR_4312_V37_M_merged_815599","4312","1"
"b_8377","1","MED_8377_V25_M","MED","Elwyn","007301","M1_merged_815011","MED_8377_V25_M_merged_816427","8377","1"
"b_220","0","NOR_220_V37_M","NOR","Norristown - Elm Street","406228","M3_merged_815012","NOR_220_V37_M_merged_816423","220","1"
"b_236","0","NOR_236_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815011","NOR_236_V26_M_merged_816751","236","1"
"a_9450","0","AIR_9450_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815010","AIR_9450_V50_M_merged_815582","9450","1"
"b_712","0","TRE_712_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815013","TRE_712_V51_M_merged_816098","712","1"
"a_710","0","CHE_710_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815008","CHE_710_V26_M_merged_815516","710","1"
"a_9454","0","AIR_9454_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815010","AIR_9454_V50_M_merged_815046","9454","1"
"a_522","0","LAN_522_V37_M","LAN","Lansdale","004538","M3_merged_815009","LAN_522_V37_M_merged_815131","522","1"
"b_416","0","WAR_416_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_416_V50_M_merged_816381","416","1"
"b_713","1","TRE_713_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_713_V51_M_merged_816442","713","1"
"a_5538","0","","PAO","Center City Philadelphia","501522","M3_merged_815009","PAO_5538_V37_M","5538","1"
"b_3449","1","AIR_3449_V27_M","AIR","Airport Terminal E F","007401","M1_merged_815011","AIR_3449_V27_M_merged_816112","3449","1"
"b_9571","1","PAO_9571_V51_M","PAO","Paoli/Thorndale","007505","M2_merged_815013","PAO_9571_V51_M_merged_816184","9571","1"
"a_3533","1","PAO_3533_V52_M","PAO","Paoli/Thorndale","007505","M2_merged_815010","PAO_3533_V52_M_merged_815176","3533","1"
"b_708","0","TRE_708_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815013","TRE_708_V51_M_merged_816668","708","1"
"a_9206","0","WIL_9206_V37_M","WIL","Center City Philadelphia","203007","M3_merged_815009","WIL_9206_V37_M_merged_815125","9206","1"
"b_3862","0","FOX_3862_V25_M","FOX","Fox Chase","406815","M1_merged_815011","FOX_3862_V25_M_merged_816497","3862","1"
"a_5578","0","","PAO","Center City Philadelphia","501522","M1_merged_815008","PAO_5578_V26_M","5578","1"
"b_208","0","WIL_208_V26_M","WIL","Center City Philadelphia","203406","M1_merged_815011","WIL_208_V26_M_merged_816236","208","1"
"b_538","0","","PAO","Center City Philadelphia","501004","M3_merged_815012","PAO_538_V37_M","538","1"
"a_2516","0","LAN_2516_V50_M","LAN","Doylestown","406538","M2_merged_815010","LAN_2516_V50_M_merged_815478","2516","1"
"a_717","1","TRE_717_V51_M","TRE","Trenton","007701","M2_merged_815010","TRE_717_V51_M_merged_815855","717","1"
"a_8381","1","MED_8381_V25_M","MED","Elwyn","007301","M1_merged_815008","MED_8381_V25_M_merged_815395","8381","1"
"b_515","1","","PAO","Thorndale","007501","M1_merged_815011","PAO_515_V25_M","515","1"
"a_2329","1","NOR_2329_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815010","NOR_2329_V50_M_merged_815650","2329","1"
"a_5530","0","","PAO","Center City Philadelphia","505522","M1_merged_815008","PAO_5530_V26_M","5530","1"
"b_711","1","CHE_711_V26_M","CHE","Center City Philadelphia","720007","M1_merged_815011","CHE_711_V26_M_merged_816131","711","1"
"a_5207","1","LAN_5207_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815010","LAN_5207_V51_M_merged_815225","5207","1"
"a_3449","1","AIR_3449_V27_M","AIR","Airport Terminal E F","007401","M1_merged_815008","AIR_3449_V27_M_merged_815240","3449","1"
"b_3866","0","MED_3866_V37_M","MED","Center City Philadelphia","301406","M3_merged_815012","MED_3866_V37_M_merged_816301","3866","1"
"b_555","1","","PAO","Malvern","007505","M1_merged_815011","PAO_555_V25_M","555","1"
"b_3234","0","MED_3234_V50_M","MED","Center City Philadelphia","301406","M2_merged_815013","MED_3234_V50_M_merged_816123","3234","1"
"b_9422","0","AIR_9422_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9422_V50_M_merged_816659","9422","1"
"b_9514","0","","PAO","Center City Philadelphia","505007","M1_merged_815011","PAO_9514_V26_M","9514","1"
"a_6219","1","NOR_6219_V52_M","NOR","Center City Philadelphia","228004","M2_merged_815010","NOR_6219_V52_M_merged_815752","6219","1"
"a_8377","1","MED_8377_V25_M","MED","Elwyn","007301","M1_merged_815008","MED_8377_V25_M_merged_815555","8377","1"
"b_2325","1","NOR_2325_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815013","NOR_2325_V50_M_merged_816108","2325","1"
"b_731","1","CHE_731_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815012","CHE_731_V37_M_merged_816027","731","1"
"a_707","1","CHE_707_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815010","CHE_707_V51_M_merged_815498","707","1"
"b_412","0","WAR_412_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_412_V50_M_merged_816065","412","1"
"b_5328","0","PAO_5328_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815013","PAO_5328_V51_M_merged_816579","5328","1"
"a_1704","0","TRE_1704_V37_M","TRE","Center City Philadelphia","701007","M3_merged_815009","TRE_1704_V37_M_merged_815583","1704","1"
"b_3549","1","PAO_3549_V52_M","PAO","Thorndale","007501","M2_merged_815013","PAO_3549_V52_M_merged_816599","3549","1"
"a_3204","0","MED_3204_V50_M","MED","Center City Philadelphia","301406","M2_merged_815010","MED_3204_V50_M_merged_815120","3204","1"
"a_815","1","FOX_815_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815010","FOX_815_V50_M_merged_815396","815","1"
